siniestro_id,rol_victima,vehiculo_victima,sexo_victima,rango_etario,gravedad
lc-2021-0028125,,moto,masculino,entre 30 y 39,leve
lc-2021-0028138,,auto,masculino,entre 30 y 39,grave
lc-2021-0028940,,moto,masculino,entre 30 y 39,leve
lc-2021-0029025,,moto,masculino,entre 50 y 59,grave
lc-2021-0033991,,moto,masculino,entre 40 y 49,leve
lc-2021-0035547,,peaton,femenino,menos de 18,leve
lc-2021-0040362,,camion,masculino,entre 40 y 49,leve
lc-2021-0045648,,,masculino,entre 18 y 29,grave
lc-2021-0045648,,,masculino,entre 30 y 39,leve
lc-2021-0052196,,moto,masculino,entre 40 y 49,grave
lc-2021-0064970,,moto,masculino,entre 18 y 29,leve
lc-2021-0067662,,moto,masculino,entre 18 y 29,leve
lc-2021-0067662,,moto,femenino,entre 18 y 29,leve
lc-2021-0073817,,moto,masculino,entre 30 y 39,leve
lc-2021-0075460,,auto,masculino,entre 30 y 39,leve
lc-2021-0075707,,moto,masculino,entre 18 y 29,grave
lc-2021-0077085,,auto,masculino,entre 50 y 59,leve
lc-2021-0085556,,moto,masculino,entre 30 y 39,leve
lc-2021-0088139,,moto,masculino,entre 40 y 49,leve
lc-2021-0090060,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0092256,,auto,femenino,entre 40 y 49,leve
lc-2021-0110376,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0112538,,moto,masculino,menos de 18,leve
lc-2021-0113936,,moto,,,leve
lc-2021-0124259,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0124464,,moto,masculino,entre 30 y 39,leve
lc-2021-0128669,,auto,masculino,entre 30 y 39,leve
lc-2021-0132949,,moto,masculino,entre 30 y 39,leve
lc-2021-0139369,,moto,masculino,entre 50 y 59,grave
lc-2021-0140938,,moto,masculino,entre 18 y 29,leve
lc-2021-0142582,,moto,,,leve
lc-2021-0142582,,moto,masculino,entre 18 y 29,leve
lc-2021-0144107,,moto,masculino,entre 30 y 39,leve
lc-2021-0151373,,ciclista,,,leve
lc-2021-0151373,,ciclista,femenino,entre 18 y 29,leve
lc-2021-0165017,,moto,masculino,entre 50 y 59,leve
lc-2021-0165939,,,,,leve
lc-2021-0166451,,auto,femenino,menos de 18,leve
lc-2021-0167118,,moto,masculino,entre 18 y 29,leve
lc-2021-0170045,,transporte publico,masculino,entre 40 y 49,leve
lc-2021-0170045,,transporte publico,masculino,entre 40 y 49,leve
lc-2021-0173179,,auto,femenino,entre 40 y 49,leve
lc-2021-0173904,,moto,masculino,entre 18 y 29,leve
lc-2021-0173904,,moto,masculino,entre 18 y 29,leve
lc-2021-0182928,,moto,masculino,entre 18 y 29,grave
lc-2021-0185681,,,femenino,entre 50 y 59,leve
lc-2021-0189928,,moto,masculino,entre 30 y 39,leve
lc-2021-0191443,,moto,masculino,60 y mayores,leve
lc-2021-0197735,,peaton,masculino,entre 50 y 59,leve
lc-2021-0197735,,peaton,femenino,entre 40 y 49,leve
lc-2021-0197801,,moto,masculino,entre 40 y 49,leve
lc-2021-0210297,,,,,leve
lc-2021-0227471,,ciclista,femenino,60 y mayores,grave
lc-2021-0227765,,peaton,femenino,60 y mayores,grave
lc-2021-0251078,,moto,masculino,entre 18 y 29,leve
lc-2021-0251160,,camion,masculino,entre 40 y 49,leve
lc-2021-0251160,,camion,masculino,entre 30 y 39,leve
lc-2021-0253403,,auto,masculino,entre 30 y 39,leve
lc-2021-0254382,,moto,femenino,entre 18 y 29,leve
lc-2021-0255228,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0259260,,auto,masculino,entre 40 y 49,leve
lc-2021-0264837,,,masculino,entre 30 y 39,leve
lc-2021-0267101,,moto,femenino,menos de 18,leve
lc-2021-0267101,,moto,femenino,menos de 18,leve
lc-2021-0267280,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0285194,,moto,masculino,entre 40 y 49,leve
lc-2021-0297602,,moto,masculino,entre 30 y 39,leve
lc-2021-0300778,,peaton,femenino,entre 50 y 59,leve
lc-2021-0301538,,moto,masculino,entre 40 y 49,leve
lc-2021-0307984,,moto,,,leve
lc-2021-0308407,,moto,masculino,entre 50 y 59,leve
lc-2021-0313221,,auto,femenino,entre 30 y 39,leve
lc-2021-0315100,,moto,masculino,entre 40 y 49,leve
lc-2021-0318041,,moto,,,leve
lc-2021-0318041,,moto,masculino,,leve
lc-2021-0323628,,moto,masculino,entre 30 y 39,leve
lc-2021-0323948,,moto,femenino,entre 18 y 29,leve
lc-2021-0328830,,moto,masculino,entre 30 y 39,leve
lc-2021-0332662,,taxi,,,leve
lc-2021-0337909,,auto,,,leve
lc-2021-0337909,,auto,masculino,entre 30 y 39,leve
lc-2021-0337909,,auto,masculino,entre 30 y 39,leve
lc-2021-0349140,,moto,femenino,entre 18 y 29,leve
lc-2021-0372540,,auto,femenino,entre 40 y 49,leve
lc-2021-0373713,,transporte publico,femenino,entre 40 y 49,leve
lc-2021-0377812,,moto,masculino,entre 18 y 29,leve
lc-2021-0379573,,moto,masculino,entre 18 y 29,leve
lc-2021-0382783,,moto,femenino,entre 18 y 29,leve
lc-2021-0383219,,,femenino,entre 40 y 49,leve
lc-2021-0384341,,,masculino,,leve
lc-2021-0384686,,,masculino,60 y mayores,leve
lc-2021-0398047,,,femenino,entre 40 y 49,leve
lc-2021-0398047,,,masculino,entre 30 y 39,leve
lc-2021-0398047,,,masculino,entre 18 y 29,leve
lc-2021-0398789,,moto,masculino,entre 50 y 59,grave
lc-2021-0399865,,moto,,,leve
lc-2021-0403364,,moto,masculino,entre 30 y 39,leve
lc-2021-0404918,,auto,masculino,entre 40 y 49,leve
lc-2021-0407965,,ciclista,femenino,entre 18 y 29,leve
lc-2021-0412719,,moto,masculino,entre 50 y 59,grave
lc-2021-0413084,,moto,masculino,60 y mayores,grave
lc-2021-0414025,,,masculino,entre 30 y 39,leve
lc-2021-0419814,,moto,masculino,entre 18 y 29,leve
lc-2021-0423625,,moto,masculino,entre 50 y 59,leve
lc-2021-0424718,,moto,masculino,entre 30 y 39,leve
lc-2021-0424718,,moto,masculino,entre 30 y 39,leve
lc-2021-0427530,,transporte publico,masculino,entre 50 y 59,leve
lc-2021-0427628,,auto,masculino,60 y mayores,leve
lc-2021-0427628,,auto,femenino,entre 40 y 49,leve
lc-2021-0427628,,auto,femenino,menos de 18,leve
lc-2021-0427628,,auto,masculino,menos de 18,leve
lc-2021-0429369,,,masculino,,leve
lc-2021-0433548,,,femenino,menos de 18,leve
lc-2021-0434051,,,femenino,entre 18 y 29,leve
lc-2021-0437358,,moto,masculino,entre 40 y 49,leve
lc-2021-0442701,,auto,masculino,entre 30 y 39,leve
lc-2021-0445660,,auto,masculino,entre 50 y 59,leve
lc-2021-0445660,,auto,femenino,entre 30 y 39,leve
lc-2021-0445672,,peaton,masculino,entre 40 y 49,leve
lc-2021-0445672,,peaton,masculino,entre 30 y 39,leve
lc-2021-0449807,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0456804,,auto,femenino,entre 18 y 29,leve
lc-2021-0457748,,peaton,femenino,60 y mayores,leve
lc-2021-0462083,,peaton,masculino,entre 18 y 29,leve
lc-2021-0464708,,,femenino,entre 18 y 29,leve
lc-2021-0464708,,,masculino,entre 18 y 29,leve
lc-2021-0465494,,moto,masculino,entre 18 y 29,leve
lc-2021-0477276,,moto,masculino,entre 50 y 59,leve
lc-2021-0484653,,moto,masculino,entre 18 y 29,leve
lc-2021-0488557,,auto,masculino,60 y mayores,leve
lc-2021-0489465,,moto,masculino,entre 18 y 29,leve
lc-2021-0491866,,auto,femenino,,leve
lc-2021-0496378,,,,,leve
lc-2021-0496549,,moto,masculino,entre 18 y 29,leve
lc-2021-0504586,,auto,femenino,menos de 18,grave
lc-2021-0514868,,,masculino,menos de 18,leve
lc-2021-0514992,,,masculino,entre 40 y 49,leve
lc-2021-0514992,,,masculino,menos de 18,leve
lc-2021-0518683,,auto,masculino,entre 18 y 29,leve
lc-2021-0518683,,auto,masculino,entre 30 y 39,leve
lc-2021-0518683,,auto,masculino,entre 30 y 39,leve
lc-2021-0527010,,,femenino,entre 40 y 49,leve
lc-2021-0527010,,,femenino,menos de 18,leve
lc-2021-0535190,,moto,masculino,entre 50 y 59,leve
lc-2021-0535190,,moto,masculino,entre 30 y 39,leve
lc-2021-0537801,,,masculino,entre 40 y 49,leve
lc-2021-0538507,,utilitario,masculino,entre 30 y 39,leve
lc-2021-0538507,,utilitario,masculino,entre 18 y 29,leve
lc-2021-0554188,,peaton,masculino,menos de 18,leve
lc-2021-0554192,,moto,,,leve
lc-2021-0555076,,auto,femenino,entre 40 y 49,leve
lc-2021-0566486,,moto,masculino,entre 18 y 29,leve
lc-2021-0567215,,,masculino,entre 30 y 39,grave
lc-2021-0567215,,,masculino,entre 30 y 39,leve
lc-2021-0584857,,auto,masculino,entre 40 y 49,leve
lc-2021-0585672,,,masculino,entre 30 y 39,leve
lc-2021-0590235,,moto,,,leve
lc-2021-0593484,,,masculino,entre 40 y 49,leve
lc-2021-0610679,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0615174,,moto,masculino,entre 18 y 29,leve
lc-2021-0616629,,,femenino,60 y mayores,leve
lc-2021-0619844,,,femenino,entre 18 y 29,leve
lc-2021-0620449,,moto,masculino,entre 30 y 39,grave
lc-2021-0620449,,moto,masculino,entre 50 y 59,leve
lc-2021-0622212,,,masculino,entre 50 y 59,leve
lc-2021-0629749,,utilitario,masculino,entre 30 y 39,leve
lc-2021-0630559,,auto,femenino,entre 30 y 39,leve
lc-2021-0633753,,,femenino,60 y mayores,leve
lc-2021-0635972,,,masculino,entre 30 y 39,leve
lc-2021-0637825,,,masculino,entre 30 y 39,leve
lc-2021-0638016,,,masculino,entre 50 y 59,leve
lc-2021-0638016,,,femenino,entre 50 y 59,leve
lc-2021-0638311,,,masculino,entre 40 y 49,leve
lc-2021-0638557,,,femenino,entre 40 y 49,leve
lc-2021-0644918,,,masculino,entre 50 y 59,leve
lc-2021-0644918,,,masculino,entre 30 y 39,leve
lc-2021-0651019,,,,,leve
lc-2021-0022450,,moto,masculino,entre 18 y 29,leve
lc-2021-0026963,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0041986,,moto,masculino,entre 18 y 29,leve
lc-2021-0079851,,movil,masculino,entre 40 y 49,leve
lc-2021-0090121,,auto,masculino,entre 40 y 49,leve
lc-2021-0094938,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0094945,,moto,masculino,entre 18 y 29,leve
lc-2021-0127025,,moto,,,leve
lc-2021-0140092,,peaton,femenino,entre 30 y 39,leve
lc-2021-0140092,,peaton,femenino,entre 18 y 29,leve
lc-2021-0149421,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0161030,,moto,masculino,entre 30 y 39,leve
lc-2021-0178763,,peaton,femenino,60 y mayores,leve
lc-2021-0178829,,moto,masculino,entre 30 y 39,leve
lc-2021-0187748,,peaton,femenino,60 y mayores,leve
lc-2021-0188971,,,masculino,entre 40 y 49,leve
lc-2021-0190292,,auto,masculino,60 y mayores,leve
lc-2021-0191510,,peaton,femenino,entre 30 y 39,leve
lc-2021-0192000,,moto,masculino,entre 50 y 59,leve
lc-2021-0198968,,moto,masculino,entre 40 y 49,leve
lc-2021-0200531,,,,,leve
lc-2021-0209968,,,,,leve
lc-2021-0218705,,,,,leve
lc-2021-0221146,,,,,leve
lc-2021-0235170,,,,,leve
lc-2021-0238659,,,masculino,entre 18 y 29,grave
lc-2021-0243221,,,,,leve
lc-2021-0248728,,moto,masculino,entre 50 y 59,leve
lc-2021-0251693,,moto,femenino,entre 18 y 29,grave
lc-2021-0258236,,peaton,,,leve
lc-2021-0269826,,peaton,femenino,entre 30 y 39,leve
lc-2021-0271987,,moto,masculino,entre 40 y 49,leve
lc-2021-0274609,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0276641,,moto,femenino,entre 30 y 39,leve
lc-2021-0276941,,auto,femenino,entre 40 y 49,leve
lc-2021-0276941,,auto,femenino,menos de 18,leve
lc-2021-0289479,,,masculino,entre 18 y 29,leve
lc-2021-0306835,,transporte publico,femenino,60 y mayores,leve
lc-2021-0310811,,moto,masculino,entre 18 y 29,leve
lc-2021-0314591,,moto,masculino,entre 30 y 39,leve
lc-2021-0315265,,peaton,femenino,entre 18 y 29,leve
lc-2021-0316863,,moto,masculino,entre 18 y 29,leve
lc-2021-0317553,,peaton,femenino,60 y mayores,leve
lc-2021-0318778,,moto,masculino,entre 18 y 29,leve
lc-2021-0320022,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0334003,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0340114,,moto,masculino,entre 50 y 59,leve
lc-2021-0367407,,auto,femenino,entre 30 y 39,leve
lc-2021-0390262,,,masculino,entre 30 y 39,leve
lc-2021-0390446,,,femenino,menos de 18,leve
lc-2021-0391677,,,,,leve
lc-2021-0392602,,,masculino,entre 18 y 29,leve
lc-2021-0398029,,,masculino,entre 30 y 39,leve
lc-2021-0413580,,,masculino,60 y mayores,grave
lc-2021-0417908,,,masculino,entre 30 y 39,leve
lc-2021-0432493,,,masculino,entre 30 y 39,leve
lc-2021-0433654,,peaton,femenino,entre 40 y 49,leve
lc-2021-0437329,,,masculino,entre 18 y 29,leve
lc-2021-0438102,,,femenino,entre 40 y 49,leve
lc-2021-0438985,,,femenino,entre 18 y 29,leve
lc-2021-0443206,,,femenino,entre 30 y 39,leve
lc-2021-0443513,,,masculino,entre 18 y 29,leve
lc-2021-0456128,,,femenino,60 y mayores,leve
lc-2021-0458385,,,femenino,entre 18 y 29,leve
lc-2021-0464604,,,femenino,entre 18 y 29,leve
lc-2021-0471721,,,femenino,menos de 18,leve
lc-2021-0472725,,,,,leve
lc-2021-0476695,,,femenino,60 y mayores,grave
lc-2021-0480847,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0492713,,,femenino,,leve
lc-2021-0494480,,,masculino,entre 40 y 49,leve
lc-2021-0498010,,,femenino,entre 30 y 39,leve
lc-2021-0503032,,,femenino,60 y mayores,leve
lc-2021-0512048,,peaton,masculino,60 y mayores,leve
lc-2021-0514921,,,,,leve
lc-2021-0527646,,,masculino,entre 18 y 29,leve
lc-2021-0542667,,,femenino,60 y mayores,leve
lc-2021-0557779,,peaton,femenino,entre 40 y 49,leve
lc-2021-0567821,,moto,masculino,entre 30 y 39,leve
lc-2021-0588963,,moto,masculino,entre 30 y 39,leve
lc-2021-0589640,,auto,masculino,60 y mayores,leve
lc-2021-0590213,,moto,masculino,entre 18 y 29,leve
lc-2021-0590246,,moto,masculino,entre 18 y 29,leve
lc-2021-0590427,,moto,masculino,entre 18 y 29,leve
lc-2021-0591205,,moto,femenino,entre 40 y 49,leve
lc-2021-0592938,,moto,masculino,entre 18 y 29,leve
lc-2021-0595169,,auto,femenino,entre 30 y 39,leve
lc-2021-0599130,,,masculino,entre 18 y 29,leve
lc-2021-0599246,,peaton,masculino,entre 18 y 29,leve
lc-2021-0603962,,taxi,masculino,entre 50 y 59,leve
lc-2021-0603962,,taxi,femenino,entre 18 y 29,leve
lc-2021-0604547,,,masculino,entre 18 y 29,leve
lc-2021-0605327,,peaton,femenino,60 y mayores,leve
lc-2021-0608994,,moto,masculino,entre 40 y 49,leve
lc-2021-0609231,,moto,masculino,entre 18 y 29,leve
lc-2021-0611505,,peaton,masculino,60 y mayores,leve
lc-2021-0611523,,moto,masculino,entre 40 y 49,leve
lc-2021-0616852,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0620522,,,masculino,entre 30 y 39,leve
lc-2021-0628005,,moto,masculino,entre 40 y 49,leve
lc-2021-0629077,,peaton,masculino,60 y mayores,leve
lc-2021-0629077,,peaton,masculino,entre 18 y 29,leve
lc-2021-0629077,,peaton,masculino,entre 18 y 29,leve
lc-2021-0635882,,moto,masculino,entre 40 y 49,leve
lc-2021-0640676,,,masculino,entre 50 y 59,leve
lc-2021-0640797,,,masculino,entre 18 y 29,leve
lc-2021-0000803,,moto,femenino,entre 18 y 29,leve
lc-2021-0006998,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0008507,,auto,femenino,entre 40 y 49,grave
lc-2021-0008507,,auto,masculino,entre 40 y 49,leve
lc-2021-0012944,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0013775,,auto,masculino,,leve
lc-2021-0013775,,auto,femenino,entre 30 y 39,leve
lc-2021-0015647,,moto,masculino,entre 30 y 39,leve
lc-2021-0015647,,moto,femenino,entre 30 y 39,leve
lc-2021-0017191,,auto,femenino,60 y mayores,leve
lc-2021-0017191,,auto,masculino,,leve
lc-2021-0017191,,auto,masculino,entre 18 y 29,leve
lc-2021-0024067,,moto,masculino,60 y mayores,grave
lc-2021-0029545,,moto,masculino,entre 30 y 39,leve
lc-2021-0033915,,,femenino,60 y mayores,grave
lc-2021-0042257,,moto,masculino,entre 30 y 39,leve
lc-2021-0054100,,peaton,femenino,entre 30 y 39,leve
lc-2021-0094264,,moto,masculino,entre 40 y 49,leve
lc-2021-0107007,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0113025,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0122886,,moto,masculino,entre 30 y 39,leve
lc-2021-0136614,,moto,masculino,entre 18 y 29,leve
lc-2021-0146642,,moto,masculino,entre 50 y 59,leve
lc-2021-0150364,,peaton,femenino,60 y mayores,leve
lc-2021-0152239,,,femenino,entre 30 y 39,leve
lc-2021-0162496,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0184717,,,masculino,,leve
lc-2021-0185668,,auto,,,leve
lc-2021-0185668,,auto,femenino,entre 30 y 39,leve
lc-2021-0185668,,auto,masculino,entre 30 y 39,leve
lc-2021-0188328,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0193784,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0194048,,ciclista,femenino,entre 18 y 29,leve
lc-2021-0199482,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0209445,,,,,leve
lc-2021-0213615,,ciclista,masculino,entre 40 y 49,grave
lc-2021-0224497,,ciclista,masculino,entre 18 y 29,grave
lc-2021-0231014,,,,,leve
lc-2021-0237213,,peaton,masculino,entre 30 y 39,grave
lc-2021-0257201,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0257299,,moto,masculino,entre 40 y 49,leve
lc-2021-0257299,,moto,masculino,entre 50 y 59,leve
lc-2021-0260331,,peaton,femenino,menos de 18,leve
lc-2021-0260630,,peaton,femenino,entre 30 y 39,grave
lc-2021-0260630,,peaton,masculino,entre 18 y 29,leve
lc-2021-0263764,,moto,masculino,entre 18 y 29,leve
lc-2021-0271105,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0273541,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0278831,,peaton,femenino,entre 18 y 29,leve
lc-2021-0301115,,ciclista,masculino,entre 18 y 29,grave
lc-2021-0308497,,moto,masculino,entre 30 y 39,leve
lc-2021-0308784,,peaton,femenino,entre 18 y 29,leve
lc-2021-0313406,,moto,,,leve
lc-2021-0321007,,auto,masculino,entre 40 y 49,leve
lc-2021-0323617,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0324229,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0336044,,moto,masculino,entre 40 y 49,grave
lc-2021-0336192,,moto,masculino,entre 18 y 29,leve
lc-2021-0337097,,auto,femenino,60 y mayores,leve
lc-2021-0343521,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0349916,,moto,masculino,entre 18 y 29,grave
lc-2021-0349916,,moto,masculino,entre 18 y 29,leve
lc-2021-0378700,,moto,masculino,entre 18 y 29,leve
lc-2021-0383873,,auto,masculino,entre 50 y 59,leve
lc-2021-0383873,,auto,masculino,entre 18 y 29,leve
lc-2021-0384250,,peaton,masculino,menos de 18,leve
lc-2021-0395836,,peaton,femenino,entre 50 y 59,leve
lc-2021-0405723,,movil,masculino,entre 18 y 29,leve
lc-2021-0408635,,,femenino,60 y mayores,leve
lc-2021-0409516,,moto,masculino,entre 50 y 59,leve
lc-2021-0422033,,moto,masculino,entre 40 y 49,leve
lc-2021-0439800,,auto,masculino,menos de 18,leve
lc-2021-0443485,,movil,masculino,entre 18 y 29,leve
lc-2021-0451663,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0463521,,,masculino,entre 18 y 29,leve
lc-2021-0463521,,,femenino,entre 18 y 29,leve
lc-2021-0463843,,,masculino,entre 40 y 49,leve
lc-2021-0464164,,peaton,masculino,,leve
lc-2021-0484334,,,femenino,entre 30 y 39,grave
lc-2021-0484875,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0489748,,moto,masculino,entre 18 y 29,leve
lc-2021-0499805,,peaton,femenino,entre 30 y 39,leve
lc-2021-0501440,,mixto,masculino,entre 30 y 39,leve
lc-2021-0501440,,mixto,masculino,entre 18 y 29,leve
lc-2021-0501440,,mixto,femenino,entre 18 y 29,leve
lc-2021-0503385,,auto,masculino,entre 40 y 49,leve
lc-2021-0503385,,auto,masculino,entre 18 y 29,leve
lc-2021-0503385,,auto,femenino,entre 18 y 29,leve
lc-2021-0509700,,moto,masculino,entre 30 y 39,leve
lc-2021-0529281,,peaton,masculino,60 y mayores,leve
lc-2021-0533567,,ciclista,,,leve
lc-2021-0538267,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0542059,,,masculino,entre 18 y 29,leve
lc-2021-0544588,,,femenino,entre 18 y 29,leve
lc-2021-0548632,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0549174,,moto,masculino,entre 18 y 29,leve
lc-2021-0549174,,moto,masculino,entre 18 y 29,leve
lc-2021-0550827,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0552562,,ciclista,femenino,entre 18 y 29,leve
lc-2021-0552562,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0552562,,ciclista,,,leve
lc-2021-0562443,,peaton,masculino,entre 30 y 39,leve
lc-2021-0564066,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0564427,,ciclista,masculino,menos de 18,leve
lc-2021-0567055,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0569115,,moto,masculino,entre 30 y 39,leve
lc-2021-0569641,,,femenino,menos de 18,grave
lc-2021-0570308,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0573596,,peaton,,,leve
lc-2021-0575254,,moto,masculino,entre 50 y 59,leve
lc-2021-0575606,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0575744,,moto,masculino,entre 30 y 39,leve
lc-2021-0575768,,moto,masculino,entre 30 y 39,leve
lc-2021-0576497,,ciclista,femenino,entre 40 y 49,leve
lc-2021-0584965,,moto,masculino,entre 40 y 49,leve
lc-2021-0589209,,moto,masculino,entre 18 y 29,leve
lc-2021-0590931,,peaton,femenino,entre 18 y 29,leve
lc-2021-0600311,,ciclista,masculino,entre 50 y 59,leve
lc-2021-0605861,,,femenino,entre 40 y 49,leve
lc-2021-0610039,,,femenino,entre 50 y 59,leve
lc-2021-0610423,,utilitario,masculino,60 y mayores,leve
lc-2021-0610423,,utilitario,masculino,entre 40 y 49,leve
lc-2021-0610423,,utilitario,masculino,entre 30 y 39,leve
lc-2021-0615798,,moto,masculino,entre 40 y 49,grave
lc-2021-0617489,,moto,masculino,entre 30 y 39,leve
lc-2021-0624788,,peaton,femenino,entre 50 y 59,leve
lc-2021-0627006,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0011513,,moto,masculino,entre 30 y 39,leve
lc-2021-0013856,,peaton,masculino,,grave
lc-2021-0040325,,moto,masculino,entre 30 y 39,leve
lc-2021-0048381,,ciclista,,,leve
lc-2021-0048850,,moto,,,leve
lc-2021-0048850,,moto,femenino,entre 18 y 29,leve
lc-2021-0061930,,transporte publico,masculino,entre 40 y 49,leve
lc-2021-0070040,,moto,masculino,entre 18 y 29,leve
lc-2021-0071587,,moto,masculino,entre 30 y 39,leve
lc-2021-0082038,,transporte publico,femenino,60 y mayores,leve
lc-2021-0083581,,auto,,,leve
lc-2021-0083962,,moto,femenino,entre 30 y 39,leve
lc-2021-0084351,,moto,femenino,entre 30 y 39,leve
lc-2021-0089025,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0089025,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0089025,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0093728,,moto,masculino,entre 30 y 39,leve
lc-2021-0099904,,moto,masculino,entre 18 y 29,leve
lc-2021-0108901,,moto,masculino,entre 30 y 39,leve
lc-2021-0108901,,moto,masculino,entre 30 y 39,leve
lc-2021-0108901,,moto,masculino,entre 18 y 29,leve
lc-2021-0111813,,moto,masculino,entre 30 y 39,leve
lc-2021-0113901,,moto,masculino,entre 40 y 49,leve
lc-2021-0114045,,moto,masculino,entre 18 y 29,leve
lc-2021-0118320,,moto,masculino,entre 40 y 49,leve
lc-2021-0122959,,auto,femenino,entre 30 y 39,leve
lc-2021-0122959,,auto,masculino,,leve
lc-2021-0141951,,auto,,,leve
lc-2021-0141951,,auto,femenino,60 y mayores,leve
lc-2021-0141951,,auto,femenino,60 y mayores,leve
lc-2021-0162254,,peaton,masculino,entre 18 y 29,leve
lc-2021-0171457,,moto,masculino,entre 18 y 29,grave
lc-2021-0171458,,moto,masculino,entre 30 y 39,leve
lc-2021-0171719,,moto,masculino,entre 18 y 29,leve
lc-2021-0174371,,ciclista,,,leve
lc-2021-0180235,,peaton,masculino,entre 30 y 39,leve
lc-2021-0188526,,peaton,masculino,60 y mayores,leve
lc-2021-0199580,,ciclista,femenino,entre 30 y 39,leve
lc-2021-0242208,,auto,masculino,entre 40 y 49,grave
lc-2021-0250094,,ciclista,masculino,entre 40 y 49,leve
lc-2021-0261913,,moto,masculino,entre 30 y 39,leve
lc-2021-0267089,,moto,masculino,entre 18 y 29,leve
lc-2021-0276680,,peaton,masculino,,leve
lc-2021-0277344,,moto,masculino,entre 18 y 29,leve
lc-2021-0292200,,moto,masculino,entre 30 y 39,leve
lc-2021-0302447,,ciclista,masculino,entre 18 y 29,grave
lc-2021-0304310,,moto,,,leve
lc-2021-0304310,,moto,masculino,entre 30 y 39,leve
lc-2021-0306158,,moto,masculino,entre 40 y 49,leve
lc-2021-0313473,,moto,femenino,entre 30 y 39,leve
lc-2021-0322934,,peaton,masculino,,leve
lc-2021-0332095,,moto,masculino,entre 18 y 29,leve
lc-2021-0334829,,ciclista,masculino,entre 18 y 29,leve
lc-2021-0384604,,moto,masculino,entre 18 y 29,leve
lc-2021-0386537,,moto,masculino,entre 50 y 59,leve
lc-2021-0391429,,transporte publico,femenino,60 y mayores,leve
lc-2021-0392891,,,femenino,entre 18 y 29,leve
lc-2021-0398362,,ciclista,masculino,entre 30 y 39,leve
lc-2021-0410628,,,femenino,entre 40 y 49,leve
lc-2021-0412602,,moto,femenino,entre 18 y 29,leve
lc-2021-0412703,,moto,masculino,entre 30 y 39,leve
lc-2021-0415149,,auto,femenino,entre 18 y 29,leve
lc-2021-0417056,,ciclista,masculino,entre 50 y 59,leve
lc-2021-0426969,,peaton,femenino,60 y mayores,leve
lc-2021-0433326,,moto,femenino,entre 30 y 39,leve
lc-2021-0445546,,ciclista,femenino,entre 18 y 29,leve
lc-2021-0454655,,moto,masculino,entre 30 y 39,leve
lc-2021-0461300,,ciclista,masculino,,leve
lc-2021-0465118,,moto,masculino,entre 18 y 29,leve
lc-2021-0475374,,moto,masculino,entre 30 y 39,leve
lc-2021-0477405,,auto,femenino,entre 18 y 29,leve
lc-2021-0495765,,taxi,masculino,entre 30 y 39,leve
lc-2021-0510339,,moto,,,leve
lc-2021-0519650,,,femenino,menos de 18,leve
lc-2021-0520143,,,femenino,entre 18 y 29,leve
lc-2021-0524528,,peaton,masculino,entre 50 y 59,grave
lc-2021-0531632,,ciclista,masculino,entre 18 y 29,leve
